UniProt1	UniProt2	symbol1	symbol2	evidence type	heart
P05141	P18124	SLC25A5	RPL7	exp	1
O95793	P18124	STAU1	RPL7	exp	1
P05412	P18124	JUN	RPL7	exp	1
P11441	P18124	UBL4A	RPL7	exp	1
P03372	P18124	ESR1	RPL7	exp	1
P02751	P18124	FN1	RPL7	exp;pred	1
O75147	P18124	OBSL1	RPL7	exp	1
P16871	P18124	IL7R	RPL7	exp	1
P01730	P18124	CD4	RPL7	exp	1
P04637	P18124	TP53	RPL7	exp	1
P11586	P18124	MTHFD1	RPL7	exp	1
O00410	P18124	IPO5	RPL7	exp	1
P15880	P18124	RPS2	RPL7	exp;pred	1
P11940	P18124	PABPC1	RPL7	exp;pred	1
P08865	P18124	RPSA	RPL7	exp;pred	1
P05386	P18124	RPLP1	RPL7	exp;pred	1
P18124	P18124	RPL7	RPL7	exp	1
O75815	P18124	BCAR3	RPL7	exp	1
O60260	P18124	PRKN	RPL7	exp	1
P15927	P18124	RPA2	RPL7	exp	1
P00441	P18669	SOD1	PGAM1	exp	1
P09972	P18669	ALDOC	PGAM1	exp	1
P05412	P18669	JUN	PGAM1	exp	1
P18669	P18669	PGAM1	PGAM1	exp;pred	1
P06733	P18669	ENO1	PGAM1	exp;pred	1
P12956	P18669	XRCC6	PGAM1	exp	1
O15264	P18669	MAPK13	PGAM1	exp	1
P13929	P18669	ENO3	PGAM1	exp;pred	1
P15336	P18669	ATF2	PGAM1	exp	1
P10599	P18669	TXN	PGAM1	exp	1
P09622	P18669	DLD	PGAM1	exp;pred	1
P11172	P18669	UMPS	PGAM1	exp	1
P12004	P18669	PCNA	PGAM1	exp	1
P11413	P18669	G6PD	PGAM1	exp	1
P15121	P18669	AKR1B1	PGAM1	exp	1
O43175	P18669	PHGDH	PGAM1	exp	1
P18827	P18827	SDC1	SDC1	exp	1
P10114	P18827	RAP2A	SDC1	exp	1
O00168	P19021	FXYD1	PAM	exp	1
P10644	P19021	PRKAR1A	PAM	exp	1
P17252	P19021	PRKCA	PAM	exp	1
P06396	P19174	GSN	PLCG1	exp;pred	1
P19174	P19174	PLCG1	PLCG1	exp;pred	1
P16333	P19174	NCK1	PLCG1	exp;pred	1
P08631	P19174	HCK	PLCG1	exp;pred	1
O60260	P19174	PRKN	PLCG1	exp;pred	1
O43609	P19174	SPRY1	PLCG1	exp	1
P17600	P19174	SYN1	PLCG1	exp	1
O75167	P19174	PHACTR2	PLCG1	exp	1
P16581	P19174	SELE	PLCG1	exp;pred	1
O75663	P19174	TIPRL	PLCG1	exp	1
P06241	P19174	FYN	PLCG1	exp;pred	1
O60506	P19174	SYNCRIP	PLCG1	exp	1
P12931	P19174	SRC	PLCG1	exp;pred	1
P06213	P19174	INSR	PLCG1	exp;ortho;pred	1
O95487	P19174	SEC24B	PLCG1	exp	1
O60763	P19174	USO1	PLCG1	exp	1
P07948	P19174	LYN	PLCG1	exp;pred	1
O43561	P19174	LAT	PLCG1	exp;ortho;pred	1
P17812	P19174	CTPS1	PLCG1	exp	1
O94842	P19174	TOX4	PLCG1	exp	1
O00214	P19256	LGALS8	CD58	exp	1
P17931	P19256	LGALS3	CD58	exp	1
O00182	P19256	LGALS9	CD58	exp	1
P17096	P19320	HMGA1	VCAM1	exp	1
O95782	P19320	AP2A1	VCAM1	exp	1
O00291	P19320	HIP1	VCAM1	exp	1
P07355	P19320	ANXA2	VCAM1	exp	1
P11166	P19320	SLC2A1	VCAM1	exp	1
O14979	P19320	HNRNPDL	VCAM1	exp	1
P07910	P19320	HNRNPC	VCAM1	exp	1
O15371	P19320	EIF3D	VCAM1	exp	1
P12270	P19320	TPR	VCAM1	exp	1
P14618	P19320	PKM	VCAM1	exp	1
P11940	P19320	PABPC1	VCAM1	exp	1
P09874	P19320	PARP1	VCAM1	exp	1
P07195	P19320	LDHB	VCAM1	exp	1
O95777	P19320	LSM8	VCAM1	exp	1
O43678	P19320	NDUFA2	VCAM1	exp	1
P08754	P19320	GNAI3	VCAM1	exp	1
O76021	P19320	RSL1D1	VCAM1	exp	1
P09651	P19320	HNRNPA1	VCAM1	exp	1
P08670	P19320	VIM	VCAM1	exp	1
P05109	P19320	S100A8	VCAM1	exp	1
P05783	P19320	KRT18	VCAM1	exp	1
P07814	P19320	EPRS	VCAM1	exp	1
P05141	P19320	SLC25A5	VCAM1	exp	1
P19320	P19320	VCAM1	VCAM1	exp	1
O43143	P19320	DHX15	VCAM1	exp	1
P09211	P19320	GSTP1	VCAM1	exp	1
P04075	P19320	ALDOA	VCAM1	exp	1
P08559	P19320	PDHA1	VCAM1	exp	1
P07384	P19320	CAPN1	VCAM1	exp	1
P06493	P19320	CDK1	VCAM1	exp	1
P07339	P19320	CTSD	VCAM1	exp	1
P05787	P19320	KRT8	VCAM1	exp	1
P16949	P19320	STMN1	VCAM1	exp	1
O00459	P19320	PIK3R2	VCAM1	exp;pred	1
O14818	P19320	PSMA7	VCAM1	exp	1
P08238	P19320	HSP90AB1	VCAM1	exp	1
O00410	P19320	IPO5	VCAM1	exp	1
P12956	P19320	XRCC6	VCAM1	exp	1
O75340	P19320	PDCD6	VCAM1	exp	1
P10599	P19320	TXN	VCAM1	exp	1
O00571	P19320	DDX3X	VCAM1	exp	1
P02649	P19320	APOE	VCAM1	exp;pred	1
P04632	P19320	CAPNS1	VCAM1	exp	1
O43684	P19320	BUB3	VCAM1	exp	1
P07737	P19320	PFN1	VCAM1	exp	1
O75604	P19320	USP2	VCAM1	exp	1
P13010	P19320	XRCC5	VCAM1	exp;pred	1
P09429	P19320	HMGB1	VCAM1	exp	1
P00338	P19320	LDHA	VCAM1	exp	1
P09661	P19320	SNRPA1	VCAM1	exp	1
O75694	P19320	NUP155	VCAM1	exp	1
P14174	P19320	MIF	VCAM1	exp	1
P04792	P19320	HSPB1	VCAM1	exp	1
P07741	P19320	APRT	VCAM1	exp	1
O60231	P19320	DHX16	VCAM1	exp	1
O60506	P19320	SYNCRIP	VCAM1	exp	1
P18124	P19320	RPL7	VCAM1	exp	1
O60264	P19320	SMARCA5	VCAM1	exp	1
P11021	P19320	HSPA5	VCAM1	exp	1
O43242	P19320	PSMD3	VCAM1	exp	1
P11387	P19320	TOP1	VCAM1	exp	1
P04843	P19320	RPN1	VCAM1	exp	1
P14866	P19320	HNRNPL	VCAM1	exp	1
P02786	P19320	TFRC	VCAM1	exp	1
O14980	P19320	XPO1	VCAM1	exp	1
P04264	P19320	KRT1	VCAM1	exp	1
O00233	P19320	PSMD9	VCAM1	exp	1
O43809	P19320	NUDT21	VCAM1	exp	1
P07947	P19320	YES1	VCAM1	exp	1
P13639	P19320	EEF2	VCAM1	exp	1
P15880	P19320	RPS2	VCAM1	exp	1
P08865	P19320	RPSA	VCAM1	exp	1
P14868	P19320	DARS	VCAM1	exp	1
P10809	P19320	HSPD1	VCAM1	exp	1
P04083	P19320	ANXA1	VCAM1	exp	1
O15357	P19320	INPPL1	VCAM1	exp	1
P11586	P19320	MTHFD1	VCAM1	exp	1
P07900	P19320	HSP90AA1	VCAM1	exp	1
P0CG48	P19320	UBC	VCAM1	exp	1
O43324	P19320	EEF1E1	VCAM1	exp	1
P17858	P19320	PFKL	VCAM1	exp	1
O43175	P19320	PHGDH	VCAM1	exp	1
P06733	P19320	ENO1	VCAM1	exp	1
O60264	P19338	SMARCA5	NCL	exp	1
O15042	P19338	U2SURP	NCL	exp	1
P12544	P19338	GZMA	NCL	exp;ortho;pred	1
P19338	P19338	NCL	NCL	exp;ortho;pred	1
P12956	P19338	XRCC6	NCL	exp;pred	1
P01100	P19338	FOS	NCL	exp;pred	1
P16104	P19338	H2AFX	NCL	exp;pred	1
O76021	P19338	RSL1D1	NCL	exp;pred	1
P15927	P19338	RPA2	NCL	exp	1
P01730	P19338	CD4	NCL	exp	1
P07900	P19338	HSP90AA1	NCL	exp;pred	1
P06756	P19338	ITGAV	NCL	exp	1
P11308	P19338	ERG	NCL	exp	1
P05455	P19338	SSB	NCL	exp;pred	1
P01106	P19338	MYC	NCL	exp;pred	1
P08631	P19338	HCK	NCL	exp	1
O43143	P19338	DHX15	NCL	exp;pred	1
P0CG48	P19338	UBC	NCL	exp	1
P11387	P19338	TOP1	NCL	exp;pred	1
O00267	P19338	SUPT5H	NCL	exp	1
O75147	P19338	OBSL1	NCL	exp	1
O14965	P19338	AURKA	NCL	exp;pred	1
O14879	P19338	IFIT3	NCL	exp	1
P02751	P19338	FN1	NCL	exp	1
O95793	P19338	STAU1	NCL	exp;pred	1
P15880	P19338	RPS2	NCL	exp	1
P11441	P19338	UBL4A	NCL	exp	1
P19320	P19338	VCAM1	NCL	exp	1
P03372	P19338	ESR1	NCL	exp;pred	1
P11940	P19338	PABPC1	NCL	exp;pred	1
P13010	P19338	XRCC5	NCL	exp;pred	1
P04150	P19338	NR3C1	NCL	exp;pred	1
P06493	P19338	CDK1	NCL	exp;pred	1
P05386	P19338	RPLP1	NCL	exp;pred	1
P17096	P19338	HMGA1	NCL	exp;pred	1
P09874	P19338	PARP1	NCL	exp;pred	1
P10644	P19338	PRKAR1A	NCL	exp;pred	1
P04637	P19338	TP53	NCL	exp;pred	1
O00716	P19338	E2F3	NCL	exp	1
P05412	P19338	JUN	NCL	exp;pred	1
O60841	P19338	EIF5B	NCL	exp	1
O15371	P19338	EIF3D	NCL	exp	1
O95816	P19338	BAG2	NCL	exp;pred	1
O15264	P19338	MAPK13	NCL	exp	1
P16871	P19338	IL7R	NCL	exp	1
P18124	P19338	RPL7	NCL	exp;pred	1
P09651	P19338	HNRNPA1	NCL	exp;pred	1
O75821	P19338	EIF3G	NCL	exp	1
P01106	P19367	MYC	HK1	exp	1
P19367	P19367	HK1	HK1	exp;pred	1
O60260	P19367	PRKN	HK1	exp	1
P12004	P19367	PCNA	HK1	exp	1
P04424	P19367	ASL	HK1	exp	1
P12931	P19367	SRC	HK1	exp	1
P15336	P19367	ATF2	HK1	exp	1
O95793	P19367	STAU1	HK1	exp	1
P17676	P19419	CEBPB	ELK1	exp;pred	1
O75928	P19419	PIAS2	ELK1	exp;pred	1
P11831	P19419	SRF	ELK1	exp;ortho;pred	1
O75716	P19419	STK16	ELK1	exp	1
P19419	P19419	ELK1	ELK1	exp	1
P01100	P19419	FOS	ELK1	exp;pred	1
O60506	P19438	SYNCRIP	TNFRSF1A	exp	1
P11021	P19438	HSPA5	TNFRSF1A	exp;pred	1
O14920	P19438	IKBKB	TNFRSF1A	exp;ortho;pred	1
P17066	P19438	HSPA6	TNFRSF1A	exp;pred	1
P01375	P19438	TNF	TNFRSF1A	exp;ortho;pred	1
O15397	P19438	IPO8	TNFRSF1A	exp;pred	1
O43318	P19438	MAP3K7	TNFRSF1A	exp;ortho;pred	1
O95999	P19438	BCL10	TNFRSF1A	exp;pred	1
P05141	P19438	SLC25A5	TNFRSF1A	exp;pred	1
P0CG48	P19438	UBC	TNFRSF1A	exp	1
P17858	P19438	PFKL	TNFRSF1A	exp;pred	1
O95816	P19438	BAG2	TNFRSF1A	exp;pred	1
P05023	P19438	ATP1A1	TNFRSF1A	exp;pred	1
O14735	P19438	CDIPT	TNFRSF1A	exp;pred	1
O95429	P19438	BAG4	TNFRSF1A	exp;pred	1
P12931	P19438	SRC	TNFRSF1A	exp;pred	1
O43592	P19438	XPOT	TNFRSF1A	exp;pred	1
P06241	P19438	FYN	TNFRSF1A	exp;pred	1
O00165	P19438	HAX1	TNFRSF1A	exp;pred	1
P04350	P19438	TUBB4A	TNFRSF1A	exp;pred	1
P09936	P19438	UCHL1	TNFRSF1A	exp	1
P07900	P19438	HSP90AA1	TNFRSF1A	exp;pred	1
O14763	P19438	TNFRSF10B	TNFRSF1A	exp;pred	1
P12236	P19438	SLC25A6	TNFRSF1A	exp;pred	1
O75604	P19438	USP2	TNFRSF1A	exp	1
O75888	P19438	TNFSF13	TNFRSF1A	exp	1
O43353	P19438	RIPK2	TNFRSF1A	exp;pred	1
P19438	P19438	TNFRSF1A	TNFRSF1A	exp	1
P07900	P19634	HSP90AA1	SLC9A1	exp	1
O43318	P19634	MAP3K7	SLC9A1	exp;pred	1
P06733	P19634	ENO1	SLC9A1	exp	1
O94992	P19784	HEXIM1	CSNK2A2	exp	1
P15336	P19784	ATF2	CSNK2A2	exp;pred	1
O15541	P19784	RNF113A	CSNK2A2	exp	1
P11836	P19784	MS4A1	CSNK2A2	exp	1
P07910	P19784	HNRNPC	CSNK2A2	exp	1
P07900	P19784	HSP90AA1	CSNK2A2	exp;pred	1
P04637	P19784	TP53	CSNK2A2	exp;pred	1
O14980	P19784	XPO1	CSNK2A2	exp	1
O00303	P19784	EIF3F	CSNK2A2	exp	1
O14958	P19784	CASQ2	CSNK2A2	exp	1
P01100	P19784	FOS	CSNK2A2	exp;pred	1
O00267	P19784	SUPT5H	CSNK2A2	exp	1
O14641	P19784	DVL2	CSNK2A2	exp	1
P04424	P19784	ASL	CSNK2A2	exp	1
O95477	P19784	ABCA1	CSNK2A2	exp	1
P07237	P19784	P4HB	CSNK2A2	exp	1
P17096	P19784	HMGA1	CSNK2A2	exp;pred	1
O14862	P19784	AIM2	CSNK2A2	exp	1
P0CG48	P19784	UBC	CSNK2A2	exp	1
P19338	P19784	NCL	CSNK2A2	exp;pred	1
O75400	P19784	PRPF40A	CSNK2A2	exp	1
O14640	P19784	DVL1	CSNK2A2	exp	1
P17931	P19784	LGALS3	CSNK2A2	exp;pred	1
P14625	P19784	HSP90B1	CSNK2A2	exp;pred	1
P11387	P19784	TOP1	CSNK2A2	exp;pred	1
O60341	P19784	KDM1A	CSNK2A2	exp	1
P15927	P19784	RPA2	CSNK2A2	exp	1
P05412	P19784	JUN	CSNK2A2	exp;pred	1
O00422	P19784	SAP18	CSNK2A2	exp	1
P01106	P19784	MYC	CSNK2A2	exp;pred	1
P01375	P19823	TNF	ITIH2	exp	1
O43291	P19823	SPINT2	ITIH2	exp	1
P19823	P19823	ITIH2	ITIH2	exp	1
P02751	P19823	FN1	ITIH2	exp	1
P12319	P19823	FCER1A	ITIH2	exp;pred	1
P05023	P19838	ATP1A1	NFKB1	exp	1
O60762	P19838	DPM1	NFKB1	exp	1
O95433	P19838	AHSA1	NFKB1	exp	1
O15379	P19838	HDAC3	NFKB1	exp;pred	1
P11586	P19838	MTHFD1	NFKB1	exp	1
O14920	P19838	IKBKB	NFKB1	exp;pred	1
P11021	P19838	HSPA5	NFKB1	exp;pred	1
O95405	P19838	ZFYVE9	NFKB1	exp	1
O60506	P19838	SYNCRIP	NFKB1	exp	1
P08670	P19838	VIM	NFKB1	exp;pred	1
P09429	P19838	HMGB1	NFKB1	exp	1
P08559	P19838	PDHA1	NFKB1	exp	1
O14980	P19838	XPO1	NFKB1	exp	1
O95292	P19838	VAPB	NFKB1	exp	1
O00505	P19838	KPNA3	NFKB1	exp;pred	1
P06733	P19838	ENO1	NFKB1	exp	1
P05141	P19838	SLC25A5	NFKB1	exp;pred	1
P10809	P19838	HSPD1	NFKB1	exp	1
O75436	P19838	VPS26A	NFKB1	exp	1
O75832	P19838	PSMD10	NFKB1	exp	1
P05161	P19838	ISG15	NFKB1	exp	1
P14618	P19838	PKM	NFKB1	exp	1
P13804	P19838	ETFA	NFKB1	exp	1
P11177	P19838	PDHB	NFKB1	exp	1
O00221	P19838	NFKBIE	NFKB1	exp;pred	1
O75223	P19838	GGCT	NFKB1	exp	1
O14965	P19838	AURKA	NFKB1	exp	1
P05549	P19838	TFAP2A	NFKB1	exp	1
P05412	P19838	JUN	NFKB1	exp;pred	1
P06493	P19838	CDK1	NFKB1	exp	1
P07355	P19838	ANXA2	NFKB1	exp	1
P11831	P19838	SRF	NFKB1	exp;pred	1
P17096	P19838	HMGA1	NFKB1	exp;pred	1
P01100	P19838	FOS	NFKB1	exp;pred	1
P09874	P19838	PARP1	NFKB1	exp;pred	1
P07741	P19838	APRT	NFKB1	exp	1
O60271	P19838	SPAG9	NFKB1	exp;pred	1
P15260	P19838	IFNGR1	NFKB1	exp;pred	1
P19838	P19838	NFKB1	NFKB1	exp;ortho;pred	1
P13797	P19838	PLS3	NFKB1	exp	1
O00148	P19838	DDX39A	NFKB1	exp	1
P03372	P19838	ESR1	NFKB1	exp;pred	1
P17066	P19838	HSPA6	NFKB1	exp;pred	1
P04083	P19838	ANXA1	NFKB1	exp	1
P17676	P19838	CEBPB	NFKB1	exp;pred	1
P04350	P19838	TUBB4A	NFKB1	exp;pred	1
P15104	P19838	GLUL	NFKB1	exp	1
O95831	P19838	AIFM1	NFKB1	exp;pred	1
P12236	P19838	SLC25A6	NFKB1	exp;pred	1
P08238	P19838	HSP90AB1	NFKB1	exp;pred	1
P04040	P19838	CAT	NFKB1	exp	1
P19367	P19838	HK1	NFKB1	exp	1
P18085	P19838	ARF4	NFKB1	exp	1
P15336	P19838	ATF2	NFKB1	exp;pred	1
P04150	P19838	NR3C1	NFKB1	exp;pred	1
P10599	P19838	TXN	NFKB1	exp;pred	1
P01011	P19838	SERPINA3	NFKB1	exp	1
P05023	P20020	ATP1A1	ATP2B1	exp;ortho	1
P08240	P20020	SRPRA	ATP2B1	exp	1
O15194	P20020	CTDSPL	ATP2B1	exp	1
B0YJ81	P20020	HACD1	ATP2B1	exp	1
O60260	P20020	PRKN	ATP2B1	exp	1
P17252	P20020	PRKCA	ATP2B1	exp;pred	1
P01730	P20036	CD4	HLA-DPA1	exp	1
P02649	P20036	APOE	HLA-DPA1	exp;pred	1
O15258	P20036	RER1	HLA-DPA1	exp	1
P16035	P20336	TIMP2	RAB3A	exp	1
O00165	P20336	HAX1	RAB3A	exp	1
P20336	P20336	RAB3A	RAB3A	exp;pred	1
P08123	P20339	COL1A2	RAB5A	exp	1
P07195	P20339	LDHB	RAB5A	exp	1
O00165	P20339	HAX1	RAB5A	exp	1
P01375	P20339	TNF	RAB5A	exp	1
P00338	P20339	LDHA	RAB5A	exp	1
P07339	P20339	CTSD	RAB5A	exp	1
P04843	P20339	RPN1	RAB5A	exp	1
P20339	P20339	RAB5A	RAB5A	exp;pred	1
P15822	P20339	HIVEP1	RAB5A	exp	1
O60260	P20618	PRKN	PSMB1	exp	1
P05412	P20618	JUN	PSMB1	exp	1
P00558	P20618	PGK1	PSMB1	exp	1
P14373	P20618	TRIM27	PSMB1	exp	1
O95155	P20618	UBE4B	PSMB1	exp	1
P02751	P20618	FN1	PSMB1	exp	1
O43242	P20618	PSMD3	PSMB1	exp;pred	1
P19320	P20618	VCAM1	PSMB1	exp	1
O14818	P20618	PSMA7	PSMB1	exp;pred	1
P0CG48	P20618	UBC	PSMB1	exp	1
P05121	P20618	SERPINE1	PSMB1	exp	1
P01106	P20618	MYC	PSMB1	exp	1
O95456	P20618	PSMG1	PSMB1	exp	1
O60506	P20674	SYNCRIP	COX5A	exp	1
O75208	P20674	COQ9	COX5A	exp;ortho	1
P06753	P20674	TPM3	COX5A	exp	1
O00483	P20674	NDUFA4	COX5A	exp	1
P11177	P20674	PDHB	COX5A	exp	1
P16298	P20674	PPP3CB	COX5A	exp	1
O75923	P20807	DYSF	CAPN3	exp	1
P20807	P20807	CAPN3	CAPN3	exp;ortho	1
O00571	P20839	DDX3X	IMPDH1	exp	1
P20839	P20839	IMPDH1	IMPDH1	exp;pred	1
O00159	P20839	MYO1C	IMPDH1	exp	1
P12956	P20839	XRCC6	IMPDH1	exp	1
O95198	P20839	KLHL2	IMPDH1	exp	1
O75496	P20839	GMNN	IMPDH1	exp	1
P17152	P20839	TMEM11	IMPDH1	exp	1
P17812	P20839	CTPS1	IMPDH1	exp	1
P07237	P21246	P4HB	PTN	exp	1
O43809	P21246	NUDT21	PTN	exp	1
O60443	P21246	GSDME	PTN	exp	1
P18827	P21246	SDC1	PTN	exp;pred	1
P05386	P21246	RPLP1	PTN	exp	1
P01040	P21246	CSTA	PTN	exp	1
O00303	P21246	EIF3F	PTN	exp	1
O43147	P21246	SGSM2	PTN	exp	1
P09211	P21246	GSTP1	PTN	exp	1
P21246	P21246	PTN	PTN	exp	1
P16104	P21246	H2AFX	PTN	exp	1
P03372	P21266	ESR1	GSTM3	exp	1
P06733	P21266	ENO1	GSTM3	exp	1
P21266	P21266	GSTM3	GSTM3	exp;pred	1
P12814	P21291	ACTN1	CSRP1	exp;ortho;pred	1
P03372	P21291	ESR1	CSRP1	exp	1
P21291	P21291	CSRP1	CSRP1	exp	1
P04792	P21291	HSPB1	CSRP1	exp	1
O95477	P21333	ABCA1	FLNA	exp	1
P05412	P21333	JUN	FLNA	exp;pred	1
P16070	P21333	CD44	FLNA	exp;pred	1
P17252	P21333	PRKCA	FLNA	exp;pred	1
O94875	P21333	SORBS2	FLNA	exp	1
O00159	P21333	MYO1C	FLNA	exp;pred	1
P02751	P21333	FN1	FLNA	exp;pred	1
P07900	P21333	HSP90AA1	FLNA	exp;pred	1
P03372	P21333	ESR1	FLNA	exp	1
P15884	P21333	TCF4	FLNA	exp	1
P04637	P21333	TP53	FLNA	exp;pred	1
P08514	P21333	ITGA2B	FLNA	exp	1
O15143	P21333	ARPC1B	FLNA	exp	1
P02749	P21333	APOH	FLNA	exp	1
P16581	P21333	SELE	FLNA	exp;pred	1
P06241	P21333	FYN	FLNA	exp;pred	1
O95782	P21333	AP2A1	FLNA	exp;pred	1
P08238	P21333	HSP90AB1	FLNA	exp;pred	1
O14920	P21333	IKBKB	FLNA	exp;pred	1
P09958	P21333	FURIN	FLNA	exp;ortho;pred	1
O75147	P21333	OBSL1	FLNA	exp;pred	1
O43795	P21333	MYO1B	FLNA	exp;pred	1
P15927	P21333	RPA2	FLNA	exp	1
P05161	P21333	ISG15	FLNA	exp	1
O75531	P21333	BANF1	FLNA	exp	1
P12931	P21333	SRC	FLNA	exp;pred	1
P19174	P21333	PLCG1	FLNA	exp;pred	1
P13688	P21333	CEACAM1	FLNA	exp;pred	1
P09651	P21333	HNRNPA1	FLNA	exp;pred	1
P01137	P21333	TGFB1	FLNA	exp;pred	1
P07355	P21333	ANXA2	FLNA	exp;pred	1
O95425	P21333	SVIL	FLNA	exp;pred	1
P01106	P21333	MYC	FLNA	exp	1
O95793	P21333	STAU1	FLNA	exp	1
P06396	P21333	GSN	FLNA	exp;pred	1
P21333	P21333	FLNA	FLNA	exp;pred	1
P19320	P21333	VCAM1	FLNA	exp;pred	1
O43318	P21333	MAP3K7	FLNA	exp;pred	1
O14639	P21333	ABLIM1	FLNA	exp	1
O75953	P21675	DNAJB5	TAF1	exp	1
P01100	P21675	FOS	TAF1	exp;pred	1
P05412	P21675	JUN	TAF1	exp;pred	1
P01106	P21675	MYC	TAF1	exp;pred	1
O95402	P21675	MED26	TAF1	exp;pred	1
P21675	P21675	TAF1	TAF1	exp	1
P09429	P21675	HMGB1	TAF1	exp;pred	1
P17480	P21675	UBTF	TAF1	exp;pred	1
P16333	P21675	NCK1	TAF1	exp	1
O75923	P21675	DYSF	TAF1	exp	1
P04637	P21675	TP53	TAF1	exp;pred	1
O14818	P21731	PSMA7	TBXA2R	exp	1
P17252	P21731	PRKCA	TBXA2R	exp;pred	1
P21731	P21731	TBXA2R	TBXA2R	exp	1
P04899	P21731	GNAI2	TBXA2R	exp;pred	1
O15304	P21731	SIVA1	TBXA2R	exp	1
P0CG48	P21860	UBC	ERBB3	exp	1
P12236	P21860	SLC25A6	ERBB3	exp	1
P04843	P21860	RPN1	ERBB3	exp	1
P07355	P21860	ANXA2	ERBB3	exp;pred	1
P12931	P21860	SRC	ERBB3	exp;pred	1
P11021	P21860	HSPA5	ERBB3	exp	1
P16333	P21860	NCK1	ERBB3	exp;pred	1
P20036	P21860	HLA-DPA1	ERBB3	exp	1
O14964	P21860	HGS	ERBB3	exp;pred	1
O95147	P21860	DUSP14	ERBB3	exp	1
P01133	P21860	EGF	ERBB3	exp;pred	1
O75815	P21860	BCAR3	ERBB3	exp;pred	1
P21333	P21860	FLNA	ERBB3	exp;pred	1
P07948	P21860	LYN	ERBB3	exp;pred	1
P05141	P21860	SLC25A5	ERBB3	exp	1
P08238	P21860	HSP90AB1	ERBB3	exp	1
P08631	P21860	HCK	ERBB3	exp;pred	1
P16591	P21860	FER	ERBB3	exp;pred	1
P21860	P21860	ERBB3	ERBB3	exp	1
O95831	P21860	AIFM1	ERBB3	exp	1
P19174	P21860	PLCG1	ERBB3	exp;pred	1
P07900	P21860	HSP90AA1	ERBB3	exp;pred	1
O43670	P21860	ZNF207	ERBB3	exp	1
O00459	P21860	PIK3R2	ERBB3	exp;pred	1
P17252	P21926	PRKCA	CD9	exp	1
P08133	P21926	ANXA6	CD9	exp	1
P08195	P21926	SLC3A2	CD9	exp	1
P16070	P21926	CD44	CD9	exp	1
P18827	P21926	SDC1	CD9	exp	1
O14672	P21926	ADAM10	CD9	exp	1
P02786	P21926	TFRC	CD9	exp	1
P00441	P22061	SOD1	PCMT1	exp	1
P22061	P22061	PCMT1	PCMT1	exp	1
O00762	P22061	UBE2C	PCMT1	exp	1
O43353	P22061	RIPK2	PCMT1	exp	1
P14174	P22061	MIF	PCMT1	exp	1
O15121	P22061	DEGS1	PCMT1	exp	1
P13804	P22061	ETFA	PCMT1	exp;pred	1
O60739	P22061	EIF1B	PCMT1	exp	1
P07195	P22061	LDHB	PCMT1	exp	1
P16035	P22061	TIMP2	PCMT1	exp	1
O75147	P22061	OBSL1	PCMT1	exp	1
P0CG48	P22061	UBC	PCMT1	exp	1
P09622	P22061	DLD	PCMT1	exp	1
P06733	P22061	ENO1	PCMT1	exp	1
P04080	P22061	CSTB	PCMT1	exp	1
P05412	P22061	JUN	PCMT1	exp	1
O15498	P22061	YKT6	PCMT1	exp	1
P02751	P22061	FN1	PCMT1	exp	1
P19320	P22061	VCAM1	PCMT1	exp	1
P19838	P22061	NFKB1	PCMT1	exp	1
O95425	P22061	SVIL	PCMT1	exp	1
P04637	P22061	TP53	PCMT1	exp	1
O14965	P22061	AURKA	PCMT1	exp	1
P15121	P22061	AKR1B1	PCMT1	exp	1
P02649	P22061	APOE	PCMT1	exp	1
O14980	P22087	XPO1	FBL	exp	1
P19338	P22087	NCL	FBL	exp;pred	1
O15131	P22087	KPNA5	FBL	exp	1
O00159	P22087	MYO1C	FBL	exp;pred	1
O60678	P22087	PRMT3	FBL	exp	1
P18124	P22087	RPL7	FBL	exp;pred	1
P09622	P22087	DLD	FBL	exp	1
P06733	P22087	ENO1	FBL	exp	1
O76021	P22087	RSL1D1	FBL	exp;pred	1
O60518	P22087	RANBP6	FBL	exp	1
P15927	P22087	RPA2	FBL	exp	1
P19320	P22087	VCAM1	FBL	exp	1
O60684	P22087	KPNA6	FBL	exp	1
P01106	P22087	MYC	FBL	exp;pred	1
P15880	P22087	RPS2	FBL	exp;pred	1
P05412	P22087	JUN	FBL	exp	1
P0CG48	P22087	UBC	FBL	exp	1
P02751	P22087	FN1	FBL	exp	1
P04637	P22087	TP53	FBL	exp;pred	1
P06493	P22087	CDK1	FBL	exp	1
P11308	P22087	ERG	FBL	exp	1
O00410	P22087	IPO5	FBL	exp	1
O75531	P22087	BANF1	FBL	exp	1
O75147	P22087	OBSL1	FBL	exp	1
P19838	P22087	NFKB1	FBL	exp	1
O43143	P22087	DHX15	FBL	exp;pred	1
P11387	P22087	TOP1	FBL	exp;pred	1
O43324	P22314	EEF1E1	UBA1	exp	1
O14965	P22314	AURKA	UBA1	exp	1
O00291	P22314	HIP1	UBA1	exp	1
O75147	P22314	OBSL1	UBA1	exp	1
P08238	P22314	HSP90AB1	UBA1	exp	1
P00441	P22314	SOD1	UBA1	exp	1
P22314	P22314	UBA1	UBA1	exp	1
P05161	P22314	ISG15	UBA1	exp;pred	1
P09622	P22314	DLD	UBA1	exp	1
P17812	P22314	CTPS1	UBA1	exp	1
O00762	P22314	UBE2C	UBA1	exp	1
O75069	P22314	TMCC2	UBA1	exp	1
